name,platform,year,genre,publisher,north_america_sales,europe_sales,japan_sales,global_sales
Mercenaries: Playground of Destruction,XB,2005.0,Action,LucasArts,0.54,0.11,0.0,0.68
Soul Edge,PS,1996.0,Fighting,Sony Computer Entertainment,0.61,0.41,0.46,1.59
Bishoujo Senshi Sailormoon R,SNES,1993.0,Fighting,Namco Bandai Games,0.0,0.0,0.27,0.27
Monster Rancher 3,PS2,2001.0,Simulation,Tecmo Koei,0.11,0.09,0.14,0.36
Indiana Jones and the Staff of Kings,DS,2009.0,Action,Activision,0.17,0.07,0.0,0.26
Brunswick Pro Bowling,Wii,2007.0,Sports,505 Games,0.36,0.01,0.0,0.39
Venetica,X360,2010.0,Role-Playing,DTP Entertainment,0.09,0.03,0.0,0.13
Pokémon: Johto Photo Finish: Game Boy Advance Video,GBA,2004.0,Misc,,0.11,0.04,0.0,0.15
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.26
Yu-Gi-Oh! World Championship 2007,DS,2007.0,Strategy,Konami Digital Entertainment,0.0,0.01,0.04,0.05
Superstars V8 Racing,X360,2009.0,Racing,Black Bean Games,0.0,0.01,0.0,0.01
TRON: Evolution,PSP,2010.0,Action,Disney Interactive Studios,0.09,0.02,0.0,0.13
Pop'n Music 12 Iroha,PS2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.02
Naruto Shippuden: Dragon Blade Chronicles,Wii,2009.0,Action,505 Games,0.11,0.02,0.05,0.18
Last Escort: Club Katze,PS2,2010.0,Adventure,D3Publisher,0.0,0.0,0.01,0.01
There,PS,2002.0,Simulation,Infogrames,0.03,0.02,0.0,0.06
Dead Space,PS3,2008.0,Action,Electronic Arts,1.05,0.67,0.0,2.02
Harry Potter and the Prisoner of Azkaban,PC,2004.0,Action,Electronic Arts,0.0,0.03,0.0,0.04
Tom Clancy's HAWX 2,X360,2010.0,Action,Ubisoft,0.24,0.09,0.01,0.36
The Sims 2: Apartment Pets,DS,2008.0,Simulation,Electronic Arts,0.32,0.31,0.0,0.7
City Builder,Wii,2010.0,Misc,Virtual Play Games,0.04,0.0,0.0,0.04
Pinball Hall of Fame: The Gottlieb Collection,XB,2004.0,Misc,Crave Entertainment,0.06,0.02,0.0,0.08
Alpha Protocol,X360,2010.0,Role-Playing,Sega,0.23,0.13,0.0,0.4
Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993.0,Platform,Konami Digital Entertainment,0.0,0.0,0.06,0.06
Mega Man 3,NES,1990.0,Platform,Capcom,0.68,0.1,0.39,1.17
Shin Megami Tensei: Devil Summoner - Soul Hackers,SAT,1997.0,Role-Playing,Atlus,0.0,0.0,0.31,0.31
Medieval Games,Wii,2009.0,Action,Vir2L Studios,0.14,0.01,0.0,0.16
Worms Blast,GC,2002.0,Puzzle,Ubisoft,0.05,0.01,0.0,0.06
Bully: Scholarship Edition,PC,2008.0,Action,Take-Two Interactive,0.0,0.02,0.0,0.03
Plants vs. Zombies,PC,2009.0,Strategy,PopCap Games,0.0,0.04,0.0,0.05
Tiny Toon Adventures: Wacky Stackers,GBA,2001.0,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.02
Dynasty Warriors: Gundam,PS2,2008.0,Action,Namco Bandai Games,0.0,0.0,0.28,0.28
Pac-Man Power Pack,PS2,2008.0,Misc,Namco Bandai Games,0.04,0.03,0.0,0.08
NCAA Football 08,PS3,2007.0,Sports,Electronic Arts,0.35,0.0,0.0,0.38
Karaoke Joysound Wii DX,Wii,2009.0,Misc,Hudson Soft,0.0,0.0,0.09,0.09
Virtual Soccer,SNES,1993.0,Sports,Hudson Soft,0.0,0.0,0.53,0.53
Thoroughbred Breeder II Plus,PS,1995.0,Simulation,Hect,0.0,0.0,0.04,0.04
Madden NFL 2005,XB,2004.0,Sports,Electronic Arts,1.61,0.03,0.0,1.72
Battlefield 1942,PC,2002.0,Shooter,Electronic Arts,0.01,0.01,0.0,0.03
Pro Evolution Soccer 2008 (JP sales),DS,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.08
Donkey Kong Jr.,NES,1983.0,Platform,Nintendo,0.33,0.07,0.7,1.11
Tengai Makyo: Dai Yon no Mokushiroku,PSP,2006.0,Role-Playing,Hudson Soft,0.0,0.0,0.01,0.01
Driver 2,PS,2000.0,Action,Atari,2.36,2.1,0.02,4.73
Tiger Woods PGA Tour 2004,XB,2003.0,Sports,Electronic Arts,0.47,0.13,0.0,0.62
Pro Yaky? Spirits 4,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.19
Super Famista 5,SNES,1996.0,Sports,Namco Bandai Games,0.0,0.0,0.5,0.5
Kessen II,PS2,2001.0,Strategy,THQ,0.13,0.1,0.2,0.46
Tony Hawk's Motion,DS,2008.0,Sports,Activision,0.19,0.0,0.0,0.21
Cooking Mama: Cook Off,Wii,2007.0,Simulation,505 Games,1.43,1.13,0.05,2.91
Summoner,PS2,2000.0,Role-Playing,THQ,0.25,0.2,0.0,0.51
Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,3.64
Sengoku Basara 2 Heroes,PS2,2007.0,Action,Capcom,0.0,0.0,0.2,0.2
Spider-Man 2,PSP,2005.0,Action,Activision,0.35,0.21,0.0,0.71
Lost Horizon,PC,2010.0,Adventure,Deep Silver,0.0,0.1,0.0,0.12
True Crime: Streets of LA,GC,2003.0,Action,Activision,0.44,0.11,0.0,0.56
Vietcong,PC,2003.0,Shooter,Gathering of Developers,0.0,0.02,0.0,0.02
Tron 2.0: Killer App,XB,2004.0,Action,Disney Interactive Studios,0.04,0.01,0.0,0.06
Reign of Fire,PS2,2002.0,Shooter,BAM! Entertainment,0.13,0.1,0.0,0.27
Donkey Kong Country Returns,Wii,2010.0,Platform,Nintendo,3.25,1.84,1.03,6.59
Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,1.06,1.93,0.41,3.82
Sega Rally Championship,SAT,1995.0,Racing,Sega,0.21,0.16,0.77,1.16
Counter Force,Wii,2007.0,Shooter,505 Games,0.04,0.0,0.0,0.05
Jig-A-Pix: Pets,DS,2009.0,Puzzle,Zushi Games,0.03,0.0,0.0,0.04
The Sims,GC,2003.0,Simulation,Electronic Arts,0.35,0.13,0.0,0.49
Haunting Ground,PS2,2005.0,Action,Capcom,0.03,0.03,0.0,0.07
Pitfall: The Lost Expedition,GC,2004.0,Platform,Activision,0.06,0.02,0.0,0.08
Namco Museum: 50th Anniversary,GC,2005.0,Misc,Namco Bandai Games,0.17,0.04,0.0,0.21
MLB SlugFest 2006,PS2,2006.0,Sports,Midway Games,0.13,0.1,0.0,0.26
Ghost Rider,PSP,2007.0,Action,Take-Two Interactive,0.22,0.0,0.0,0.24
The Incredible Hulk,PS2,2008.0,Action,Sega,0.32,0.01,0.0,0.38
NHL Hitz Pro,PS2,2003.0,Sports,Midway Games,0.09,0.07,0.0,0.19
Balloon Pop,DS,2009.0,Puzzle,UFO Interactive,0.13,0.0,0.0,0.14
X-Men Legends II: Rise of Apocalypse,PS2,2005.0,Role-Playing,Activision,0.53,0.02,0.0,0.63
Super Robot Taisen L,DS,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.17,0.17
Let's Play Garden,DS,2010.0,Simulation,Deep Silver,0.11,0.0,0.0,0.11
Driver: Parallel Lines,PS2,2006.0,Racing,Atari,0.12,0.1,0.03,0.28
Crushed Baseball,GBA,2004.0,Sports,Summitsoft,0.03,0.01,0.0,0.04
Kung Zhu,DS,2010.0,Action,Activision,0.26,0.0,0.0,0.29
Fuzion Frenzy,XB,2001.0,Misc,Microsoft Game Studios,0.93,0.24,0.0,1.21
NFL 2K3,GC,2002.0,Sports,Sega,0.17,0.04,0.0,0.22
Ben 10 Alien Force: Vilgax Attacks,DS,2009.0,Action,D3Publisher,0.22,0.16,0.0,0.42
Eternal Eyes,PS,1999.0,Role-Playing,Sunsoft,0.08,0.05,0.0,0.14
Derby Stallion,PS,1997.0,Sports,ASCII Entertainment,0.0,0.0,1.96,2.09
NHL Breakaway 98,N64,1998.0,Sports,Acclaim Entertainment,0.3,0.02,0.0,0.32
Super Paper Mario,Wii,2007.0,Platform,Nintendo,1.98,0.88,0.59,3.76
Sonic Riders,GC,2006.0,Racing,Sega,0.71,0.18,0.0,0.92
Tyco RC: Assault with a Battery,PS,1999.0,Racing,Syscom,0.06,0.04,0.0,0.11
EyeToy: AntiGrav,PS2,2004.0,Sports,Sony Computer Entertainment,0.36,0.01,0.0,0.43
Escape The Museum,DS,2010.0,Adventure,Astragon,0.05,0.12,0.0,0.19
Hamster Heroes,Wii,2008.0,Puzzle,Popcorn Arcade,0.16,0.0,0.0,0.16
Command & Conquer 3: Tiberium Wars,X360,2007.0,Strategy,Electronic Arts,0.35,0.05,0.0,0.43
Nicktoons: Battle for Volcano Island,DS,2006.0,Action,THQ,0.28,0.0,0.0,0.3
Capcom's Soccer Shootout,SNES,1993.0,Sports,Nintendo,0.0,0.0,0.8,0.8
R: Racing Evolution,XB,2003.0,Racing,Namco Bandai Games,0.06,0.02,0.0,0.09
Midnight Club: LA Remix,PSP,2008.0,Racing,Take-Two Interactive,0.52,0.28,0.0,0.99
Metal Gear Ac!d 2,PSP,2005.0,Strategy,Konami Digital Entertainment,0.11,0.01,0.05,0.18
Farmtopia,DS,2010.0,Simulation,505 Games,0.18,0.0,0.0,0.19
Gauntlet Legends,N64,1999.0,Action,Midway Games,0.43,0.1,0.0,0.54
Cars: Mater-National Championship,DS,2007.0,Racing,THQ,0.63,0.01,0.0,0.68
Chicken Blaster,Wii,2009.0,Shooter,Zushi Games,0.31,0.0,0.0,0.33
Spore Hero,Wii,2009.0,Simulation,Electronic Arts,0.36,0.03,0.0,0.41
Hasbro Family Game Night,DS,2009.0,Puzzle,Electronic Arts,0.01,0.19,0.0,0.22
Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,2008.0,Action,Marvelous Interactive,0.0,0.0,0.01,0.01
Surf's Up,PS2,2007.0,Sports,Ubisoft,0.14,0.11,0.0,0.29
Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,2008.0,Misc,Benesse,0.0,0.0,0.02,0.02
V-Rally 3,PS2,2002.0,Racing,Atari,0.03,0.02,0.0,0.06
Halo 3: ODST,X360,2009.0,Shooter,Microsoft Game Studios,4.34,1.35,0.06,6.36
Monster Garage,XB,2004.0,Strategy,Activision Value,0.05,0.01,0.0,0.06
MC Groovz Dance Craze,GC,2004.0,Misc,Mad Catz,0.15,0.04,0.0,0.2
Deus Ex,PC,2000.0,Role-Playing,Eidos Interactive,0.0,0.01,0.0,0.01
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.02,0.02
Crazy Taxi 3: High Roller,XB,2002.0,Racing,Sega,0.14,0.04,0.02,0.2
Jane's Hotel,DS,2010.0,Simulation,Unknown,0.03,0.0,0.0,0.04
Nintendogs,DS,2005.0,Simulation,Nintendo,9.07,11.0,1.93,24.76
Big Idea's VeggieTales: LarryBoy and the Bad Apple,GBA,2006.0,Action,Crave Entertainment,0.01,0.0,0.0,0.02
Tony Hawk's Proving Ground,PS2,2007.0,Sports,Activision,0.55,0.02,0.0,0.66
Bakugan: Battle Brawlers,DS,2009.0,Action,Activision,1.27,0.02,0.0,1.39
Airblade,PS2,2001.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.23
MLB 09: The Show,PS2,2009.0,Sports,Sony Computer Entertainment,0.16,0.13,0.0,0.33
Tony Hawk's Pro Skater 4,GC,2002.0,Sports,Activision,0.45,0.12,0.0,0.58
WWE SmackDown vs. Raw 2010,PS2,2009.0,Fighting,THQ,0.53,0.01,0.0,1.07
Need for Speed: Porsche Unleashed,GBA,2004.0,Racing,Zoo Digital Publishing,0.35,0.13,0.0,0.48
Operation Flashpoint: Dragon Rising,PC,2009.0,Shooter,Codemasters,0.01,0.03,0.0,0.05
Majin and the Forsaken Kingdom,X360,2010.0,Adventure,Namco Bandai Games,0.14,0.03,0.0,0.19
Dragon Ball Z: Sagas,PS2,2005.0,Fighting,Atari,0.38,0.01,0.0,0.46
Magician's Quest: Mysterious Times,DS,2008.0,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0.54
NBA ShootOut,PS,1995.0,Sports,Sony Computer Entertainment,0.17,0.12,0.0,0.31
Up,PS2,2009.0,Action,THQ,0.19,0.05,0.0,0.48
Crash Nitro Kart,PS2,2003.0,Racing,Vivendi Games,0.74,1.01,0.0,1.95
The King of Fighters '95,NG,1995.0,Fighting,SNK,0.0,0.0,0.2,0.2
Skate,PS3,2007.0,Sports,Electronic Arts,0.29,0.05,0.0,0.38
Ghost in the Shell: Stand Alone Complex,PSP,2005.0,Adventure,Atari,0.06,0.0,0.0,0.07
G-Force,X360,2009.0,Action,Disney Interactive Studios,0.11,0.05,0.0,0.17
Ace Combat Zero: The Belkan War,PS2,2006.0,Simulation,Namco Bandai Games,0.15,0.12,0.2,0.51
Dodge Racing: Charger vs Challenger,Wii,2009.0,Racing,Zushi Games,0.11,0.0,0.0,0.12
Hatsune Miku: Project Diva,PSP,2009.0,Misc,Sega,0.0,0.0,0.26,0.26
Star Trek Online,PC,2010.0,Role-Playing,Atari,0.0,0.02,0.0,0.02
Dr. Mario,GB,1989.0,Puzzle,Nintendo,2.18,0.96,2.0,5.34
Super Robot Taisen: Scramble Commander,PS2,2003.0,Strategy,Banpresto,0.0,0.0,0.19,0.19
Rhapsody: A Musical Adventure,DS,2008.0,Role-Playing,Nippon Ichi Software,0.05,0.0,0.0,0.06
Dragon Ball Z: Infinite World,PS2,2008.0,Fighting,Namco Bandai Games,0.08,0.06,0.21,0.36
Ben 10 Alien Force: Vilgax Attacks,Wii,2009.0,Action,D3Publisher,0.25,0.15,0.0,0.44
WWE SmackDown! vs. RAW 2006,PS2,2005.0,Fighting,THQ,1.45,1.11,0.04,2.94
Soldier of Fortune: Payback,X360,2007.0,Shooter,Activision,0.18,0.01,0.0,0.2
BloodRayne 2,PS2,2004.0,Shooter,THQ,0.13,0.1,0.0,0.27
Bust-A-Move 2 Arcade Edition,PS,1995.0,Puzzle,Acclaim Entertainment,0.11,0.07,0.0,0.2
SSX On Tour,GC,2005.0,Sports,Electronic Arts,0.13,0.03,0.0,0.17
MVP Baseball 2004,GC,2004.0,Sports,Electronic Arts,0.2,0.05,0.0,0.26
Sherlock Holmes and the Mystery of Osborne House,DS,2010.0,Adventure,Focus Home Interactive,0.07,0.14,0.0,0.24
Saru! Get You! SaruSaru Daisakusen,PSP,2007.0,Platform,Sony Computer Entertainment,0.0,0.0,0.03,0.03
Team Elimination Games,Wii,2009.0,Misc,Ubisoft,0.08,0.0,0.0,0.09
Alvin and the Chipmunks,Wii,2007.0,Misc,Eidos Interactive,0.05,0.0,0.0,0.06
The Lord of the Rings: The Two Towers,XB,2002.0,Action,Electronic Arts,0.45,0.24,0.0,0.71
Super Football,2600,1987.0,Sports,Atari,0.07,0.0,0.0,0.08
Ratatouille: Food Frenzy,DS,2007.0,Puzzle,THQ,0.26,0.0,0.0,0.29
Puzzle Challenge: Crosswords and More!,PS2,2006.0,Puzzle,Crave Entertainment,0.01,0.01,0.0,0.02
SingStar Guitar,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,0.08,0.0,0.11
Record of Agarest War,X360,2008.0,Role-Playing,Compile Heart,0.18,0.0,0.01,0.2
Warhammer: Dark Omen,PS,1998.0,Strategy,Electronic Arts,0.02,0.01,0.0,0.04
Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009.0,Fighting,Ubisoft,0.11,0.08,0.0,0.21
Star Trek: Shattered Universe,XB,2004.0,Simulation,Global Star,0.03,0.01,0.0,0.04
Colin McRae Rally 3,XB,2002.0,Racing,Codemasters,0.03,0.01,0.0,0.04
Army Men: Sarge's Heroes,PS,1999.0,Action,3DO,0.31,0.21,0.0,0.56
The Biggest Loser,DS,2009.0,Sports,THQ,0.18,0.11,0.0,0.32
MLB SlugFest 2006,XB,2006.0,Sports,Midway Games,0.04,0.01,0.0,0.05
SingStar Vol. 2,PS3,2008.0,Misc,Sony Computer Entertainment,0.29,0.4,0.0,0.82
Mini-Yonku GB: Let's & Go!!,GB,1997.0,Strategy,ASCII Entertainment,0.0,0.0,0.37,0.37
Roadsters 99,N64,1999.0,Racing,Titus,0.06,0.13,0.0,0.2
NBA 2K7,XB,2006.0,Sports,Take-Two Interactive,0.02,0.01,0.0,0.03
Monster Mayhem: Build and Battle,Wii,2009.0,Simulation,Zushi Games,0.02,0.0,0.0,0.03
Lemony Snicket's A Series of Unfortunate Events,XB,2004.0,Platform,Activision,0.09,0.03,0.0,0.12
Rampage: Total Destruction,Wii,2006.0,Action,Midway Games,0.19,0.01,0.0,0.22
Despicable Me: The Game,PS2,2010.0,Platform,D3Publisher,0.05,0.04,0.0,0.1
Heroes of the Pacific,XB,2005.0,Simulation,Codemasters,0.1,0.03,0.0,0.13
The Clique: Diss and Make Up,DS,2009.0,Adventure,Warner Bros. Interactive Entertainment,0.11,0.0,0.0,0.12
Medal of Honor: Underground,PS,2000.0,Shooter,Electronic Arts,0.54,0.37,0.0,0.97
Showdown: Legends of Wrestling,PS2,2004.0,Fighting,Acclaim Entertainment,0.15,0.11,0.0,0.3
QuickSpot,DS,2006.0,Misc,Namco Bandai Games,0.02,0.0,0.13,0.14
Battlefield: Bad Company 2,PS3,2010.0,Shooter,Electronic Arts,1.33,1.12,0.08,2.97
Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,PS2,2007.0,Fighting,Capcom,0.0,0.0,0.01,0.01
Cabela's Alaskan Adventure,X360,2006.0,Sports,Activision,0.12,0.0,0.0,0.13
Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,2007.0,Fighting,Marvelous Interactive,0.0,0.0,0.01,0.01
Evil Dead: Regeneration,PS2,2005.0,Action,THQ,0.1,0.08,0.0,0.21
Tetris Evolution,X360,2007.0,Puzzle,THQ,0.08,0.02,0.0,0.11
Spec Ops: Airborne Commando,PS,2002.0,Shooter,Take-Two Interactive,1.54,0.46,0.0,2.07
Need for Speed Carbon: Own the City,PSP,2006.0,Racing,Electronic Arts,0.87,0.98,0.0,2.44
Vampire Legends: Power of Three,DS,2010.0,Adventure,THQ,0.07,0.0,0.0,0.07
Sniper Elite,Wii,2010.0,Shooter,Reef Entertainment,0.08,0.03,0.0,0.12
Without Warning,PS2,2005.0,Shooter,Capcom,0.02,0.01,0.0,0.04
Tiger Woods PGA Tour 10,PS3,2009.0,Sports,Electronic Arts,0.42,0.25,0.0,0.79
The Outfit,X360,2006.0,Action,THQ,0.21,0.02,0.0,0.25
Raven Squad: Operation Hidden Dagger,X360,2009.0,Shooter,Evolved Games,0.08,0.01,0.0,0.09
So-Ra-No-Wo-To: Otome no Gojuusou,PSP,2010.0,Adventure,Compile Heart,0.0,0.0,0.02,0.02
Initial D: Street Stage,PSP,2006.0,Racing,Sega,0.0,0.0,0.1,0.1
Danny Phantom: Urban Jungle,DS,2006.0,Action,THQ,0.04,0.0,0.0,0.04
Quake 4,PC,2005.0,Shooter,Activision,0.0,0.02,0.0,0.02
Space Invaders Extreme,PSP,2008.0,Shooter,Square Enix,0.06,0.01,0.01,0.09
Super Momotarou Dentetsu III,SNES,1994.0,Simulation,Hudson Soft,0.0,0.0,0.91,0.91
Spider-Man,N64,2000.0,Action,Activision,0.43,0.09,0.0,0.53
Monster House,GC,2006.0,Adventure,THQ,0.11,0.03,0.0,0.14
Tomb Raider: Legend,XB,2006.0,Action,Eidos Interactive,0.1,0.03,0.0,0.13
The Treasures of Montezuma,DS,2010.0,Puzzle,Foreign Media Games,0.02,0.02,0.0,0.04
Romancing SaGa,PS2,2005.0,Role-Playing,Square Enix,0.06,0.04,0.47,0.58
NHL Open Ice,PS,1996.0,Sports,Midway Games,0.04,0.03,0.0,0.07
Spy Hunter: Nowhere To Run,PS2,2006.0,Racing,Midway Games,0.01,0.01,0.0,0.02
Guitar Hero: Metallica,PS2,2009.0,Misc,Activision,0.17,0.13,0.0,0.35
Super PickUps,PS2,2007.0,Racing,XS Games,0.01,0.01,0.0,0.02
The Godfather,PS2,2006.0,Action,Electronic Arts,0.89,0.03,0.01,1.09
Front Mission,SNES,1995.0,Strategy,SquareSoft,0.0,0.0,0.6,0.6
Yoga Wii,Wii,2009.0,Sports,JoWood Productions,0.15,0.05,0.0,0.21
Blue Dragon,X360,2006.0,Role-Playing,Microsoft Game Studios,0.3,0.33,0.21,0.92
Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005.0,Action,Ubisoft,0.71,1.02,0.0,2.04
Test Drive: Eve of Destruction,PS2,2004.0,Racing,Atari,0.11,0.09,0.0,0.23
Gunstar Heroes,GEN,1992.0,Shooter,Sega,0.0,0.0,0.13,0.13
Hannah Montana: The Movie,X360,2009.0,Adventure,Disney Interactive Studios,0.14,0.06,0.0,0.21
Namco Museum Battle Collection (JP sales),PSP,2005.0,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.02
GunPey DS,DS,2006.0,Puzzle,Atari,0.04,0.0,0.0,0.05
Spider-Man: The Movie,GC,2002.0,Action,Activision,0.86,0.27,0.01,1.19
Murakumo: Renegade Mech Pursuit,XB,2002.0,Shooter,From Software,0.04,0.01,0.06,0.11
Nep League DS,DS,2007.0,Sports,Jaleco,0.0,0.0,0.18,0.18
Cosmos Chaos!,DS,2010.0,Misc,Mentor Interactive,0.06,0.0,0.0,0.07
Gundam Battle Assault,PS,1998.0,Fighting,Namco Bandai Games,0.13,0.09,0.0,0.23
Secret Agent Clank,PSP,2008.0,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.13
The Sims 2: Castaway,PS2,2007.0,Simulation,Electronic Arts,0.3,0.01,0.0,0.37
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,2008.0,Misc,Hackberry,0.0,0.0,0.05,0.05
Growlanser,PSP,2009.0,Role-Playing,Atlus,0.0,0.0,0.04,0.04
The Legend of Heroes: Trails in the Sky First Chapter,PSP,2006.0,Role-Playing,Ghostlight,0.1,0.03,0.06,0.21
Advance Wars,GBA,2001.0,Strategy,Nintendo,0.5,0.19,0.0,0.7
You Don't Know Jack,PS,1999.0,Misc,Vivendi Games,0.22,0.15,0.0,0.4
Command & Conquer Renegade,PC,2002.0,Shooter,Electronic Arts,0.0,0.01,0.0,0.01
Golden Sun: Dark Dawn,DS,2010.0,Role-Playing,Nintendo,0.56,0.11,0.13,0.84
Spartan: Total Warrior,PS2,2005.0,Action,Sega,0.11,0.09,0.0,0.22
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GC,2005.0,Adventure,Activision,0.07,0.02,0.0,0.09
Deus Ex: The Conspiracy,PS2,2002.0,Action,Eidos Interactive,0.1,0.08,0.0,0.21
CSI: Dark Motives,DS,2007.0,Adventure,Ubisoft,0.05,0.01,0.0,0.07
Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,1987.0,Role-Playing,Namco Bandai Games,0.0,0.0,1.25,1.25
Minna no Sukkiri,PSP,2009.0,Sports,Sony Computer Entertainment,0.0,0.0,0.06,0.06
Viewtiful Joe 2,GC,2004.0,Action,Capcom,0.17,0.04,0.0,0.22
Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,2006.0,Misc,Daito,0.0,0.0,0.03,0.03
Bomberman 64,N64,1997.0,Puzzle,Hudson Soft,0.5,0.2,0.31,1.04
Finding Nemo,GBA,2003.0,Action,THQ,1.59,1.05,0.04,2.82
CSI: Deadly Intent,Wii,2009.0,Adventure,Ubisoft,0.13,0.13,0.0,0.29
California Speed,N64,1999.0,Misc,Midway Games,0.13,0.03,0.0,0.16
Enter the Matrix,PS2,2003.0,Action,Atari,1.78,1.12,0.09,3.18
Mega Man Battle Network 5: Team Colonel / Protoman,GBA,2004.0,Role-Playing,Capcom,0.16,0.06,0.0,0.23
FIFA Soccer 08,PS3,2007.0,Sports,Electronic Arts,0.35,1.07,0.02,1.76
Sacred 2: Fallen Angel,PS3,2009.0,Role-Playing,Deep Silver,0.22,0.23,0.08,0.62
XIII,XB,2003.0,Shooter,Ubisoft,0.16,0.08,0.0,0.25
Syberia II,PC,2004.0,Adventure,MC2 Entertainment,0.0,0.01,0.0,0.02
Hulk,GC,2003.0,Action,Universal Interactive,0.15,0.04,0.0,0.19
Neon Genesis Evangelion,N64,1999.0,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.06
Mystic Heroes,GC,2002.0,Action,Tecmo Koei,0.03,0.01,0.04,0.09
Seitokai no Ichizon: DS-suru Seitokai,DS,2010.0,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.02
Corpse Party: Blood Covered - Repeated Fear,PSP,2010.0,Adventure,5pb,0.0,0.0,0.05,0.05
Guitar Hero: World Tour,PS3,2008.0,Misc,Activision,1.1,0.56,0.0,1.93
Auto Modellista,PS2,2002.0,Racing,Capcom,0.19,0.15,0.0,0.39
Alvin and the Chipmunks: The Squeakquel,DS,2009.0,Misc,Majesco Entertainment,0.28,0.0,0.0,0.3
Killer7,GC,2005.0,Action,Capcom,0.12,0.03,0.0,0.15
Playmobil Knights,DS,2009.0,Action,Mindscape,0.04,0.01,0.0,0.06
Postman Pat: Special Delivery Service,DS,2009.0,Misc,GSP,0.0,0.01,0.0,0.02
Serious Sam Advance,GBA,2004.0,Shooter,Global Star,0.02,0.01,0.0,0.02
Super Dodgeball Brawlers (jp sales),DS,2008.0,Sports,Arc System Works,0.0,0.0,0.03,0.03
Kao the Kangaroo Round 2,GC,2005.0,Platform,JoWood Productions,0.01,0.0,0.0,0.02
America's Army: True Soldiers,X360,2007.0,Shooter,Ubisoft,0.08,0.0,0.0,0.08
Need for Speed Underground 2,GBA,2004.0,Racing,Electronic Arts,0.31,0.12,0.0,0.43
Exhibition Volume 5,XB,2004.0,Misc,Microsoft Game Studios,0.04,0.01,0.0,0.06
Elminage II: Sousei no Megami to Unmei no Daichi,PSP,2009.0,Role-Playing,Starfish,0.0,0.0,0.02,0.02
Scooby-Doo! Classic Creep Capers,N64,2000.0,Action,THQ,0.3,0.06,0.0,0.37
Dynasty Warriors,PS,1997.0,Action,Tecmo Koei,0.09,0.06,0.11,0.27
NHL 08,X360,2007.0,Action,Electronic Arts,0.22,0.01,0.0,0.25
Return to Castle Wolfenstein: Operation Resurrection,PS2,2003.0,Shooter,Activision,0.26,0.2,0.0,0.53
Anubis II,Wii,2007.0,Platform,Metro 3D,0.06,0.0,0.0,0.07
Test Drive,XB,2002.0,Racing,Atari,0.35,0.05,0.0,0.42
A Bug's Life,N64,1998.0,Platform,Activision,0.49,0.13,0.0,0.63
Zoo Tycoon 2,PC,2004.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.06
War Gods,PS,1996.0,Fighting,GT Interactive,0.01,0.01,0.0,0.03
Tokyo Xtreme Racer DRIFT,PS2,2003.0,Racing,Genki,0.09,0.07,0.0,0.18
The Perfect Golf,PS,1995.0,Sports,Seta Corporation,0.0,0.0,0.03,0.03
Ghosthunter,PS2,2003.0,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.09
Idol Janshi Suchie-Pai IV,PS2,2007.0,Misc,Jaleco,0.0,0.0,0.01,0.01
Petz Dogz 2,PS2,2007.0,Simulation,Ubisoft,0.28,0.21,0.0,0.56
G.I. Joe: The Rise of Cobra,Wii,2009.0,Action,Electronic Arts,0.17,0.03,0.0,0.22
ICO,PS2,2001.0,Action,Sony Computer Entertainment,0.23,0.18,0.0,0.47
